Player,PER,WS,BPM,VORP,season
Sandro Mamukelashvili,13.4,0.9,-2.4,-0.1,2022-23
Sandro Mamukelashvili,8.5,0.2,-3.6,-0.1,2022-23
Sandro Mamukelashvili,15.9,0.6,-1.8,0.0,2022-23
Eugene Omoruyi,10.9,0.6,-4.4,-0.4,2022-23
Eugene Omoruyi,10.6,0.3,-4.9,-0.2,2022-23
Eugene Omoruyi,11.2,0.3,-4.1,-0.2,2022-23
Payton Pritchard,10.3,0.6,-3.4,-0.2,2022-23
Amir Coffey,7.0,0.4,-5.0,-0.5,2022-23
Anthony Gill,11.1,1.3,-3.3,-0.2,2022-23
Jabari Walker,9.6,0.2,-6.1,-0.6,2022-23
Darius Bazley,13.1,1.0,-1.0,0.2,2022-23
Darius Bazley,12.9,0.9,-1.0,0.1,2022-23
Darius Bazley,15.5,0.1,-0.4,0.0,2022-23
Juancho Hernangómez,7.6,0.7,-3.3,-0.2,2022-23
Jaxson Hayes,13.7,1.5,-1.2,0.1,2022-23
Frank Ntilikina,5.2,-0.1,-6.7,-0.7,2022-23
DeAndre Jordan,14.7,1.4,-1.8,0.0,2022-23
Blake Griffin,13.1,1.8,0.1,0.3,2022-23
Ousmane Dieng,9.3,0.4,-3.6,-0.2,2022-23
Kris Dunn,19.1,1.9,2.4,0.6,2022-23
Patty Mills,10.6,0.4,-3.1,-0.2,2022-23
Ricky Rubio,10.4,0.7,-2.8,-0.1,2022-23
Ziaire Williams,7.4,0.1,-5.6,-0.5,2022-23
Day'Ron Sharpe,17.8,1.6,-2.3,0.0,2022-23
Kai Jones,10.8,0.7,-4.0,-0.3,2022-23
Lindy Waters III,11.8,1.1,0.1,0.3,2022-23
Rodney McGruder,10.7,0.7,-1.5,0.1,2022-23
Chuma Okeke,9.1,0.7,-1.6,0.1,2022-23
James Bouknight,6.2,-0.4,-6.5,-0.6,2022-23
Max Christie,7.4,0.6,-3.1,-0.1,2022-23
Charles Bassey,18.8,1.3,0.7,0.3,2022-23
Raul Neto,12.6,1.5,-0.2,0.2,2022-23
Dāvis Bertāns,11.9,0.9,-1.2,0.1,2022-23
Taj Gibson,11.4,0.8,-3.2,-0.1,2022-23
Javonte Green,14.5,1.4,1.4,0.4,2022-23
Damian Jones,12.9,1.2,-1.7,0.0,2022-23
Damian Jones,13.8,0.4,-2.0,0.0,2022-23
Damian Jones,12.4,0.8,-1.5,0.0,2022-23
Isaiah Roby,9.3,-0.1,-4.6,-0.3,2022-23
Stanley Johnson,13.5,0.7,-1.0,0.1,2022-23
Svi Mykhailiuk,14.0,0.8,-0.1,0.2,2022-23
Svi Mykhailiuk,15.8,0.1,4.1,0.1,2022-23
Svi Mykhailiuk,13.8,0.7,-0.5,0.2,2022-23
Evan Fournier,6.9,0.1,-4.0,-0.2,2022-23
Willy Hernangómez,20.7,1.6,0.3,0.3,2022-23
Kevon Harris,9.2,0.6,-3.6,-0.2,2022-23
Goga Bitadze,17.1,1.3,0.3,0.3,2022-23
Goga Bitadze,13.9,0.4,-1.1,0.0,2022-23
Goga Bitadze,19.7,1.0,1.3,0.2,2022-23
Admiral Schofield,10.1,0.8,-2.9,-0.1,2022-23
TyTy Washington Jr.,7.5,-0.1,-6.3,-0.5,2022-23
Dewayne Dedmon,15.5,1.0,-1.6,0.0,2022-23
Dewayne Dedmon,15.6,0.8,-1.8,0.0,2022-23
Dewayne Dedmon,15.5,0.2,-0.7,0.0,2022-23
Orlando Robinson,13.4,1.1,-2.1,0.0,2022-23
Johnny Davis,7.2,-0.3,-7.4,-0.6,2022-23
Keon Johnson,9.0,-0.5,-5.4,-0.4,2022-23
Jake LaRavia,6.7,0.5,-3.5,-0.2,2022-23
Dominick Barlow,12.4,0.7,-4.6,-0.3,2022-23
Bruno Fernando,16.6,0.9,-2.0,0.0,2022-23
Bruno Fernando,16.1,0.8,-1.7,0.0,2022-23
Bruno Fernando,20.1,0.1,-5.0,0.0,2022-23
Cade Cunningham,14.0,-0.1,-0.7,0.1,2022-23
Ish Smith,6.5,-0.5,-6.6,-0.5,2022-23
Duane Washington Jr.,9.3,-0.5,-4.6,-0.3,2022-23
Kessler Edwards,8.4,0.4,-3.9,-0.2,2022-23
Kessler Edwards,2.4,-0.2,-9.7,-0.2,2022-23
Kessler Edwards,10.0,0.6,-2.5,0.0,2022-23
Saben Lee,13.1,0.7,-1.8,0.0,2022-23
Saben Lee,12.8,0.0,-4.3,0.0,2022-23
Saben Lee,13.1,0.7,-1.8,0.0,2022-23
Gary Payton II,13.3,1.0,0.3,0.2,2022-23
Gary Payton II,11.3,0.5,-0.6,0.1,2022-23
Gary Payton II,17.7,0.4,2.4,0.1,2022-23
Udoka Azubuike,16.1,1.0,-0.6,0.1,2022-23
Gorgui Dieng,9.9,0.0,-3.9,-0.2,2022-23
JaVale McGee,17.2,0.6,-3.7,-0.1,2022-23
Markieff Morris,10.4,0.4,-2.7,-0.1,2022-23
Markieff Morris,10.7,0.4,-1.9,0.0,2022-23
Markieff Morris,9.1,0.0,-5.8,-0.1,2022-23
Furkan Korkmaz,9.3,0.1,-4.4,-0.2,2022-23
Richaun Holmes,12.9,0.8,-2.9,-0.1,2022-23
A.J. Green,11.5,0.8,-0.9,0.1,2022-23
Davon Reed,6.2,0.1,-5.3,-0.3,2022-23
Davon Reed,5.2,-0.1,-6.1,-0.3,2022-23
Davon Reed,16.7,0.1,4.3,0.0,2022-23
Jae Crowder,14.6,1.2,1.2,0.3,2022-23
Derrick Rose,10.1,0.0,-3.7,-0.1,2022-23
McKinley Wright IV,12.4,0.5,-2.7,-0.1,2022-23
Theo Pinson,10.1,0.5,-3.4,-0.1,2022-23
Julian Champagnie,13.4,0.4,-3.3,-0.1,2022-23
Julian Champagnie,-3.8,0.0,-13.5,0.0,2022-23
Julian Champagnie,13.8,0.4,-3.0,-0.1,2022-23
Matt Ryan,8.1,0.3,-3.4,-0.1,2022-23
Matt Ryan,4.6,0.0,-5.7,-0.1,2022-23
Matt Ryan,10.6,0.3,-1.7,0.0,2022-23
Robin Lopez,11.6,0.6,-3.0,-0.1,2022-23
Moses Brown,22.2,1.1,-0.6,0.1,2022-23
Moses Brown,22.7,1.1,-0.4,0.1,2022-23
Moses Brown,-2.6,0.0,-9.9,0.0,2022-23
Nathan Knight,14.5,0.7,-3.2,-0.1,2022-23
Kennedy Chandler,10.6,0.3,-2.7,0.0,2022-23
Dalano Banton,14.9,0.4,-0.5,0.1,2022-23
Trent Forrest,6.1,-0.1,-5.1,-0.2,2022-23
Bryn Forbes,6.2,0.0,-6.3,-0.3,2022-23
Terry Taylor,11.0,0.3,-4.1,-0.1,2022-23
Terry Taylor,8.8,0.1,-5.3,-0.2,2022-23
Terry Taylor,25.0,0.2,3.7,0.1,2022-23
Jeff Dowtin,9.9,0.4,-1.9,0.0,2022-23
KZ Okpala,6.2,0.3,-3.2,-0.1,2022-23
Brandon Boston Jr.,13.4,0.2,-2.2,0.0,2022-23
Luka Garza,23.0,1.1,-0.4,0.1,2022-23
Jamal Cain,16.5,0.8,0.8,0.2,2022-23
Kira Lewis Jr.,14.5,0.6,-0.3,0.1,2022-23
Frank Kaminsky,15.3,0.7,2.8,0.3,2022-23
Frank Kaminsky,14.9,0.5,2.6,0.2,2022-23
Frank Kaminsky,16.6,0.2,3.7,0.1,2022-23
Johnny Juzang,6.5,-0.2,-6.5,-0.3,2022-23
David Duke Jr.,8.3,-0.1,-7.3,-0.3,2022-23
Patrick Baldwin Jr.,11.3,0.1,-2.1,0.0,2022-23
John Butler,5.7,0.0,-6.2,-0.2,2022-23
Cody Zeller,16.4,0.7,-2.8,0.0,2022-23
Dalen Terry,14.1,0.5,0.0,0.1,2022-23
Matthew Dellavedova,6.7,0.1,-5.2,-0.2,2022-23
Thanasis Antetokounmpo,6.7,0.1,-7.6,-0.3,2022-23
Nikola Jović,10.6,0.2,-3.4,-0.1,2022-23
Jared Rhoden,6.5,0.1,-6.1,-0.2,2022-23
Moussa Diabaté,14.2,0.4,-2.8,0.0,2022-23
Nerlens Noel,7.9,0.0,-3.8,-0.1,2022-23
Nerlens Noel,10.0,0.1,-2.0,0.0,2022-23
Nerlens Noel,0.3,-0.1,-10.3,-0.1,2022-23
Skylar Mays,19.4,0.7,0.0,0.1,2022-23
Peyton Watson,12.8,0.3,-2.8,0.0,2022-23
Serge Ibaka,9.8,0.2,-4.5,-0.1,2022-23
Kenneth Lofton Jr.,20.2,0.5,-0.4,0.1,2022-23
Mamadi Diakite,9.0,0.2,-3.4,-0.1,2022-23
Ryan Arcidiacono,2.7,-0.2,-8.8,-0.3,2022-23
Ryan Arcidiacono,3.1,0.0,-5.1,0.0,2022-23
Ryan Arcidiacono,2.6,-0.1,-9.4,-0.3,2022-23
Boban Marjanović,23.4,0.6,1.6,0.2,2022-23
Noah Vonleh,5.9,0.2,-6.3,-0.2,2022-23
Vit Krejci,7.7,0.1,-3.6,-0.1,2022-23
Garrett Temple,10.5,0.3,-1.0,0.0,2022-23
Khem Birch,9.4,0.2,-3.5,-0.1,2022-23
James Johnson,8.4,0.1,-4.4,-0.1,2022-23
Alex Len,12.8,0.3,-4.0,-0.1,2022-23
Luka Šamanić,11.0,0.2,-2.1,0.0,2022-23
Dru Smith,11.4,0.3,-0.9,0.0,2022-23
Dru Smith,7.1,0.1,-3.1,0.0,2022-23
Dru Smith,14.6,0.3,0.7,0.1,2022-23
Wendell Moore Jr.,9.3,0.1,-2.4,0.0,2022-23
Otto Porter Jr.,14.0,0.4,0.7,0.1,2022-23
Kemba Walker,15.0,0.3,-0.3,0.1,2022-23
Danny Green,10.8,0.2,-1.9,0.0,2022-23
Danny Green,-0.2,-0.1,-8.8,-0.1,2022-23
Danny Green,15.8,0.2,1.2,0.1,2022-23
Jarrett Culver,9.5,0.0,-4.2,-0.1,2022-23
Quenton Jackson,12.2,0.2,-5.1,-0.1,2022-23
Cody Martin,8.7,0.1,-4.6,-0.1,2022-23
Jeenathan Williams,15.5,0.3,-3.0,0.0,2022-23
Xavier Cooks,14.3,0.2,-3.6,-0.1,2022-23
Jason Preston,10.3,0.1,-2.6,0.0,2022-23
Jonathan Isaac,20.3,0.3,4.0,0.2,2022-23
Shaquille Harrison,17.9,0.3,0.1,0.1,2022-23
Meyers Leonard,12.0,0.3,-5.0,-0.1,2022-23
Olivier Sarr,11.5,0.2,-4.9,-0.1,2022-23
Andre Iguodala,7.3,0.1,-2.5,0.0,2022-23
Daniel Theis,14.2,0.1,-1.4,0.0,2022-23
A.J. Lawson,13.9,0.1,-4.4,-0.1,2022-23
A.J. Lawson,34.4,0.0,5.2,0.0,2022-23
A.J. Lawson,13.5,0.1,-4.6,-0.1,2022-23
Justin Jackson,6.3,0.1,-2.6,0.0,2022-23
Vince Williams Jr.,3.9,-0.1,-8.5,-0.2,2022-23
Josh Minott,17.9,0.3,-1.6,0.0,2022-23
Jay Huff,22.3,0.5,4.0,0.1,2022-23
Greg Brown III,5.8,-0.1,-8.5,-0.2,2022-23
Joshua Primo,6.1,-0.1,-6.3,-0.1,2022-23
Buddy Boeheim,0.5,-0.2,-9.5,-0.2,2022-23
Jaden Springer,17.2,0.3,0.3,0.1,2022-23
Justin Minaya,4.0,-0.1,-9.0,-0.2,2022-23
Lindell Wigginton,11.8,0.1,-6.7,-0.1,2022-23
Isaiah Mobley,14.1,0.2,-1.4,0.0,2022-23
Jordan Hall,5.5,-0.1,-7.6,-0.1,2022-23
Omer Yurtseven,16.7,0.3,-3.9,0.0,2022-23
PJ Dozier,5.2,-0.2,-7.8,-0.1,2022-23
Jared Butler,13.0,0.1,-2.6,0.0,2022-23
Keon Ellis,14.0,0.2,1.3,0.1,2022-23
Udonis Haslem,6.2,0.0,-12.1,-0.2,2022-23
Jamaree Bouyea,6.5,0.0,-4.2,0.0,2022-23
Jamaree Bouyea,7.8,0.0,-2.9,0.0,2022-23
Jamaree Bouyea,-6.9,0.0,-17.8,0.0,2022-23
Trevelin Queen,6.0,-0.2,-7.2,-0.1,2022-23
Leandro Bolmaro,-5.0,-0.3,-14.7,-0.2,2022-23
Jack White,12.6,0.1,-1.9,0.0,2022-23
Tyrese Martin,7.7,0.0,-7.4,-0.1,2022-23
JD Davison,10.1,0.1,-4.2,0.0,2022-23
Ryan Rollins,-1.4,-0.3,-15.0,-0.2,2022-23
Isaiah Todd,-1.0,-0.2,-14.2,-0.2,2022-23
Sam Merrill,15.5,0.2,1.2,0.0,2022-23
Carlik Jones,11.1,0.1,-2.5,0.0,2022-23
Gabe York,11.8,0.1,-3.5,0.0,2022-23
Devon Dotson,4.8,0.0,-5.3,0.0,2022-23
Facundo Campazzo,7.8,0.0,-1.2,0.0,2022-23
Micah Potter,18.6,0.2,3.5,0.1,2022-23
Joe Wieskamp,-0.4,-0.1,-10.6,-0.1,2022-23
Ron Harper Jr.,15.7,0.2,1.2,0.0,2022-23
Xavier Sneed,9.5,0.1,-3.6,0.0,2022-23
Michael Carter-Williams,9.0,0.0,-6.3,0.0,2022-23
Cole Swider,7.4,0.1,-3.4,0.0,2022-23
Mac McClung,19.2,0.1,0.5,0.0,2022-23
Jacob Gilyard,7.3,0.1,-6.1,0.0,2022-23
Kendall Brown,9.1,0.1,-2.9,0.0,2022-23
Jarrell Brantley,18.5,0.1,3.5,0.1,2022-23
Mfiondu Kabengele,8.1,0.1,-8.9,-0.1,2022-23
RaiQuan Gray,15.5,0.1,-2.0,0.0,2022-23
Justin Champagnie,10.3,0.0,-7.9,-0.1,2022-23
Justin Champagnie,28.9,0.1,8.1,0.0,2022-23
Justin Champagnie,1.5,-0.1,-15.5,-0.1,2022-23
Tony Bradley,21.7,0.2,4.9,0.1,2022-23
Scotty Pippen Jr.,9.6,0.0,-5.9,0.0,2022-23
Alize Johnson,4.3,-0.1,-9.1,-0.1,2022-23
Jay Scrubb,14.2,0.1,-1.9,0.0,2022-23
Neemias Queta,17.0,0.1,-3.4,0.0,2022-23
Louis King,21.3,0.1,2.3,0.0,2022-23
Vernon Carey Jr.,10.8,0.0,-5.0,0.0,2022-23
Trevor Hudgins,4.2,0.0,-8.4,0.0,2022-23
Kobi Simmons,9.0,0.0,-0.9,0.0,2022-23
Darius Days,18.3,0.1,3.5,0.0,2022-23
Sterling Brown,7.0,0.0,-3.3,0.0,2022-23
Chance Comanche,12.2,0.0,-7.5,0.0,2022-23
Marko Simonovic,-0.1,0.0,-14.4,-0.1,2022-23
Xavier Moon,7.2,0.0,-5.1,0.0,2022-23
Lester Quiñones,8.6,0.0,-10.2,0.0,2022-23
Dereon Seabron,4.6,0.0,-11.3,0.0,2022-23
Dylan Windler,19.0,0.0,6.7,0.0,2022-23
Malcolm Hill,15.4,0.0,2.4,0.0,2022-23
Braxton Key,18.6,0.0,2.9,0.0,2022-23
Tyler Dorsey,45.5,0.1,17.8,0.0,2022-23
Trevor Keels,3.7,0.0,-13.0,0.0,2022-23
Chima Moneke,-3.5,0.0,-20.7,0.0,2022-23
Deonte Burton,-12.6,0.0,-24.2,0.0,2022-23
Jordan Schakel,24.3,0.0,17.0,0.0,2022-23
Frank Jackson,-6.8,0.0,-22.2,0.0,2022-23
Alondes Williams,-20.9,-0.1,-26.5,0.0,2022-23
Donovan Williams,14.5,0.0,-15.2,0.0,2022-23
Chris Silva,-2.2,0.0,-22.6,0.0,2022-23
Stanley Umude,65.6,0.0,48.6,0.0,2022-23
Michael Foster Jr.,0.0,0.0,-9.2,0.0,2022-23
League Average,,,,,2022-23
Domantas Sabonis,23.2,12.6,6.5,6.2,2023-24
Coby White,14.5,4.7,-0.7,0.9,2023-24
Mikal Bridges,14.9,4.2,-0.4,1.2,2023-24
Paolo Banchero,17.3,5.3,1.3,2.3,2023-24
Kevin Durant,21.2,8.3,4.0,4.3,2023-24
Dejounte Murray,17.7,4.9,1.7,2.6,2023-24
Anthony Edwards,19.7,7.5,3.3,3.7,2023-24
Nikola Jokić,31.0,17.0,13.2,10.6,2023-24
Jalen Brunson,23.4,11.2,5.8,5.4,2023-24
Josh Hart,11.8,5.7,0.0,1.4,2023-24
Anthony Davis,25.8,11.8,5.1,4.9,2023-24
Fred VanVleet,16.7,8.4,3.4,3.6,2023-24
De'Aaron Fox,20.1,6.5,2.7,3.2,2023-24
Pascal Siakam,19.7,6.9,1.9,2.7,2023-24
Pascal Siakam,18.8,3.0,1.4,1.2,2023-24
Pascal Siakam,20.7,3.9,2.5,1.5,2023-24
Jayson Tatum,22.3,10.4,5.1,4.7,2023-24
Austin Reaves,15.5,5.9,0.4,1.6,2023-24
Tyrese Maxey,19.8,8.1,3.1,3.4,2023-24
Luka Dončić,28.1,12.0,9.9,8.0,2023-24
Nikola Vučević,17.7,5.4,0.1,1.4,2023-24
Jalen Green,14.7,3.1,-0.5,1.0,2023-24
Rudy Gobert,19.3,11.6,1.8,2.5,2023-24
Keegan Murray,13.3,5.2,-0.9,0.8,2023-24
Miles Bridges,15.4,2.2,-1.1,0.6,2023-24
Damian Lillard,19.6,7.7,2.1,2.7,2023-24
Giannis Antetokounmpo,29.9,13.2,9.0,7.2,2023-24
Michael Porter Jr.,15.5,6.2,0.1,1.3,2023-24
Shai Gilgeous-Alexander,29.3,14.6,9.0,7.1,2023-24
Grayson Allen,13.8,6.9,1.3,2.0,2023-24
LeBron James,23.7,8.5,6.5,5.4,2023-24
Paul George,19.3,7.3,3.2,3.3,2023-24
Dennis Schröder,13.3,3.3,-1.8,0.1,2023-24
Dennis Schröder,13.9,2.5,-1.8,0.1,2023-24
Dennis Schröder,12.3,0.8,-1.9,0.0,2023-24
D'Angelo Russell,16.0,5.1,0.9,1.8,2023-24
James Harden,18.6,8.4,4.1,3.8,2023-24
Devin Booker,21.9,9.2,3.0,3.1,2023-24
Jarrett Allen,21.8,10.7,3.0,3.1,2023-24
Jabari Smith Jr.,13.8,5.6,-0.4,1.0,2023-24
Stephen Curry,20.6,7.2,5.2,4.4,2023-24
Bam Adebayo,19.8,7.2,2.4,2.7,2023-24
Chet Holmgren,20.4,8.9,3.4,3.3,2023-24
Brook Lopez,14.8,5.9,1.0,1.8,2023-24
Kentavious Caldwell-Pope,10.7,4.8,-1.4,0.4,2023-24
Bogdan Bogdanović,14.7,3.9,0.2,1.4,2023-24
Brandon Miller,13.0,0.8,-2.6,-0.3,2023-24
Harrison Barnes,11.9,4.7,-1.8,0.1,2023-24
Derrick White,16.9,8.5,3.8,3.5,2023-24
Tobias Harris,16.5,5.9,0.9,1.7,2023-24
Donte DiVincenzo,16.0,6.6,3.4,3.2,2023-24
Jordan Poole,12.1,-0.6,-3.9,-1.2,2023-24
Jaylen Brown,18.6,5.9,0.7,1.6,2023-24
Malik Beasley,10.3,3.5,-1.8,0.1,2023-24
Franz Wagner,17.6,6.4,1.2,1.9,2023-24
Kawhi Leonard,23.2,8.9,5.5,4.4,2023-24
Herbert Jones,13.2,6.3,0.6,1.6,2023-24
Aaron Gordon,16.8,7.1,1.3,1.9,2023-24
Klay Thompson,13.9,3.6,-0.4,0.9,2023-24
Kyle Kuzma,15.7,0.2,-1.1,0.5,2023-24
Jrue Holiday,14.4,6.3,2.1,2.4,2023-24
Deni Avdija,14.9,3.2,-0.9,0.6,2023-24
Devin Vassell,15.7,3.6,0.0,1.1,2023-24
Luguentz Dort,11.1,4.6,-1.6,0.2,2023-24
Max Strus,11.7,3.9,-0.6,0.8,2023-24
Dillon Brooks,9.4,2.7,-3.6,-0.9,2023-24
Tyrese Haliburton,23.3,9.0,6.9,5.0,2023-24
Jalen Williams,19.1,7.3,2.3,2.4,2023-24
P.J. Washington,12.2,1.9,-2.1,-0.1,2023-24
P.J. Washington,13.0,0.8,-2.8,-0.3,2023-24
P.J. Washington,11.0,1.1,-1.2,0.2,2023-24
Jaden Ivey,12.4,0.5,-3.1,-0.6,2023-24
Ayo Dosunmu,13.4,4.1,-0.8,0.7,2023-24
Zion Williamson,22.8,7.5,3.8,3.3,2023-24
Mike Conley,15.8,8.2,3.4,3.0,2023-24
Jeremy Sochan,11.4,1.4,-3.4,-0.8,2023-24
Buddy Hield,13.3,3.5,0.4,1.3,2023-24
Buddy Hield,13.1,2.0,0.2,0.7,2023-24
Buddy Hield,13.6,1.5,0.8,0.6,2023-24
CJ McCollum,17.9,5.9,3.1,2.8,2023-24
Spencer Dinwiddie,11.7,3.6,-1.9,0.1,2023-24
Spencer Dinwiddie,13.5,2.9,-1.3,0.3,2023-24
Spencer Dinwiddie,8.0,0.7,-3.2,-0.2,2023-24
Tre Jones,14.7,4.9,-0.4,0.9,2023-24
Grant Williams,10.6,2.6,-2.6,-0.3,2023-24
Grant Williams,8.3,1.3,-3.4,-0.4,2023-24
Grant Williams,13.9,1.3,-1.5,0.1,2023-24
Jaren Jackson Jr.,17.4,3.0,0.4,1.3,2023-24
Tim Hardaway Jr.,12.1,2.2,-2.9,-0.5,2023-24
Nic Claxton,18.7,6.7,1.2,1.7,2023-24
Jaime Jaquez Jr.,12.9,4.0,-1.9,0.1,2023-24
Taurean Prince,8.8,1.9,-2.8,-0.4,2023-24
Victor Wembanyama,23.1,3.7,5.2,3.8,2023-24
Jaden McDaniels,9.4,3.4,-2.6,-0.3,2023-24
Brandon Ingram,18.2,5.1,1.2,1.7,2023-24
Scottie Barnes,19.5,4.3,3.7,3.0,2023-24
Jusuf Nurkić,17.4,5.8,1.1,1.6,2023-24
Myles Turner,19.3,5.8,0.9,1.5,2023-24
Collin Sexton,19.9,5.5,1.9,2.0,2023-24
Cam Thomas,16.1,2.5,-1.2,0.4,2023-24
Cade Cunningham,17.1,1.8,0.3,1.2,2023-24
Corey Kispert,12.8,2.1,-2.1,-0.1,2023-24
Saddiq Bey,13.1,3.5,-1.8,0.1,2023-24
Kelly Oubre Jr.,13.5,3.0,-2.3,-0.1,2023-24
Alperen Şengün,22.0,6.9,4.9,3.5,2023-24
Jimmy Butler,22.0,9.1,4.6,3.4,2023-24
Alex Caruso,14.5,4.9,2.5,2.3,2023-24
Terry Rozier,17.3,3.9,1.5,1.8,2023-24
Terry Rozier,19.2,2.0,2.3,1.1,2023-24
Terry Rozier,15.1,1.9,0.7,0.7,2023-24
Keldon Johnson,14.2,3.0,-1.7,0.2,2023-24
Kyrie Irving,21.9,6.9,4.9,3.6,2023-24
Karl-Anthony Towns,18.8,6.3,2.5,2.3,2023-24
Jalen Suggs,14.1,4.7,1.0,1.5,2023-24
Keyonte George,10.4,-0.3,-4.4,-1.2,2023-24
Josh Giddey,16.6,4.3,1.5,1.8,2023-24
Bobby Portis,17.5,4.7,-0.8,0.6,2023-24
Aaron Nesmith,12.8,4.1,-0.5,0.8,2023-24
Gary Trent Jr.,12.0,1.7,-2.6,-0.3,2023-24
Norman Powell,13.9,4.1,-0.8,0.6,2023-24
Immanuel Quickley,16.7,4.7,1.3,1.7,2023-24
Immanuel Quickley,17.1,2.2,2.5,0.8,2023-24
Immanuel Quickley,16.5,2.5,0.6,0.8,2023-24
Brandin Podziemski,13.0,4.1,-0.1,0.9,2023-24
Naz Reid,16.0,4.9,1.5,1.7,2023-24
Caris LeVert,14.6,3.6,0.2,1.1,2023-24
Royce O'Neale,11.1,3.4,0.0,1.0,2023-24
Royce O'Neale,10.4,1.8,-0.7,0.4,2023-24
Royce O'Neale,12.3,1.7,1.3,0.6,2023-24
Jonathan Kuminga,17.0,4.6,-0.4,0.8,2023-24
Donovan Mitchell,22.1,6.4,5.8,3.9,2023-24
Trae Young,20.3,4.6,2.6,2.2,2023-24
Dorian Finney-Smith,10.1,2.6,-2.0,0.0,2023-24
Tyus Jones,16.5,4.5,0.7,1.3,2023-24
Jonas Valančiūnas,19.8,7.1,1.2,1.6,2023-24
Nickeil Alexander-Walker,10.9,4.3,0.2,1.1,2023-24
Andrew Wiggins,12.7,2.8,-2.5,-0.3,2023-24
Duncan Robinson,12.2,3.6,-0.9,0.6,2023-24
John Collins,17.5,4.4,-0.9,0.5,2023-24
Darius Garland,14.5,2.7,-1.0,0.5,2023-24
Isaiah Hartenstein,18.9,8.1,3.5,2.6,2023-24
Eric Gordon,10.8,2.5,-1.7,0.1,2023-24
Jalen Johnson,16.3,3.8,1.2,1.5,2023-24
Isaac Okoro,11.4,4.2,-1.1,0.4,2023-24
Clint Capela,20.7,6.3,0.1,1.0,2023-24
Terance Mann,12.0,4.2,-1.5,0.2,2023-24
Malik Monk,16.0,3.5,0.6,1.2,2023-24
Bruce Brown,11.6,2.2,-3.3,-0.6,2023-24
Bruce Brown,12.2,1.5,-2.3,-0.1,2023-24
Bruce Brown,10.9,0.7,-4.5,-0.5,2023-24
Jamal Murray,20.7,5.9,4.1,2.9,2023-24
RJ Barrett,16.4,2.9,-0.8,0.6,2023-24
RJ Barrett,14.3,1.1,-2.0,0.0,2023-24
RJ Barrett,17.8,1.7,0.1,0.6,2023-24
Georges Niang,9.9,2.4,-2.9,-0.4,2023-24
Jerami Grant,15.4,2.7,-0.1,0.9,2023-24
Rui Hachimura,15.0,4.1,-0.9,0.5,2023-24
Payton Pritchard,15.3,6.1,1.0,1.4,2023-24
Lauri Markkanen,21.5,6.2,3.6,2.6,2023-24
Reggie Jackson,11.7,2.1,-3.2,-0.6,2023-24
Cole Anthony,14.6,3.6,0.1,1.0,2023-24
Daniel Gafford,21.7,7.8,2.6,2.1,2023-24
Daniel Gafford,19.9,4.4,0.9,0.9,2023-24
Daniel Gafford,25.0,3.3,5.9,1.3,2023-24
Ivica Zubac,19.3,6.8,0.8,1.3,2023-24
Deandre Ayton,18.9,3.9,0.3,1.0,2023-24
Derrick Jones Jr.,11.7,3.1,-1.5,0.2,2023-24
Kyle Anderson,12.7,4.5,1.1,1.4,2023-24
Jalen Duren,18.7,4.8,-0.1,0.9,2023-24
Bradley Beal,16.3,3.9,0.4,1.1,2023-24
Scoot Henderson,9.5,-1.7,-5.8,-1.7,2023-24
Nick Richards,16.7,5.1,-2.3,-0.1,2023-24
Kelly Olynyk,17.4,4.9,1.8,1.7,2023-24
Kelly Olynyk,17.3,3.1,2.6,1.2,2023-24
Kelly Olynyk,17.4,1.7,0.7,0.5,2023-24
Caleb Martin,10.8,2.4,-2.0,0.0,2023-24
Sam Hauser,13.0,4.9,1.2,1.4,2023-24
Al Horford,15.0,6.2,3.6,2.5,2023-24
Toumani Camara,10.6,2.0,-3.1,-0.5,2023-24
Obi Toppin,16.5,4.8,1.5,1.5,2023-24
